number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,Female:Female,Female:Male,Male:Female,Male:Male
50,10,10,0.5,0.9,3,486,14,16,484
50,10,10,0.5,0.9,3,487,13,18,482
50,10,10,0.5,0.9,3,489,11,13,487
50,10,10,0.5,0.9,3,479,21,9,491
50,10,10,0.5,0.9,3,489,12,21,479
50,10,10,0.5,1.0,3,486,14,14,486
50,10,10,0.5,1.0,3,487,13,18,482
50,10,10,0.5,1.0,3,490,10,13,487
50,10,10,0.5,1.0,3,478,22,9,491
50,10,10,0.5,1.0,3,490,11,19,481
50,10,10,0.5,1.0,3,488,12,17,483
50,10,10,0.5,1.0,3,487,13,18,482
50,10,10,0.5,1.0,3,488,12,13,487
50,10,10,0.5,1.0,3,480,20,9,491
50,10,10,0.5,1.0,3,486,15,19,481
50,10,10,0.5,1.0,3,487,13,16,484
50,10,10,0.5,1.0,3,487,13,18,482
50,10,10,0.5,1.0,3,488,12,13,487
50,10,10,0.5,1.0,3,483,17,10,490
50,10,10,0.5,1.0,3,490,11,19,481
