number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
200,10,10,0.5,0.5,3,98,3,1,161
200,10,10,0.5,0.5,3,98,3,1,161
200,10,10,0.5,0.5,3,101,4,5,157
200,10,10,0.5,0.5,3,100,5,3,159
200,10,10,0.5,0.5,3,102,3,5,157
500,10,10,0.5,0.5,3,101,0,2,160
500,10,10,0.5,0.5,3,101,0,2,160
500,10,10,0.5,0.5,3,101,0,2,160
500,10,10,0.5,0.5,3,92,9,4,158
500,10,10,0.5,0.5,3,95,6,2,160
500,10,10,0.5,0.5,3,98,3,3,159
500,10,10,0.5,0.5,3,98,3,2,160
500,10,10,0.5,0.5,3,97,4,2,160
500,10,10,0.5,0.5,3,99,2,1,161
500,10,10,0.5,0.5,3,98,3,1,161
500,10,10,0.5,0.5,3,99,2,1,161
500,10,10,0.5,0.5,3,99,2,1,161
500,10,10,0.5,0.5,3,102,3,5,157
500,10,10,0.5,0.5,3,100,5,5,157
500,10,10,0.5,0.5,3,102,3,5,157
750,10,10,0.5,0.5,3,100,1,3,159
750,10,10,0.5,0.5,3,100,1,2,160
750,10,10,0.5,0.5,3,100,1,2,160
750,10,10,0.5,0.5,3,99,2,3,159
750,10,10,0.5,0.5,3,100,1,5,157
750,10,10,0.5,0.5,3,98,3,3,159
750,10,10,0.5,0.5,3,98,3,2,160
750,10,10,0.5,0.5,3,98,3,2,160
750,10,10,0.5,0.5,3,99,2,2,160
750,10,10,0.5,0.5,3,100,1,1,161
750,10,10,0.5,0.5,3,98,3,1,161
750,10,10,0.5,0.5,3,98,3,1,161
750,10,10,0.5,0.5,3,101,4,4,158
750,10,10,0.5,0.5,3,102,3,5,157
750,10,10,0.5,0.5,3,102,3,4,158
