number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,negative:negative,negative:positive,positive:negative,positive:positive
50.0,10.0,10.0,0.5,0.5,0.0,95.66666666666667,6.133333333333334,2.8,159.2
50.0,10.0,10.0,0.5,0.5,1.0,96.46666666666667,5.333333333333333,3.133333333333334,158.86666666666667
50.0,10.0,10.0,0.5,0.5,2.0,96.46666666666667,5.333333333333333,3.6,158.4
50.0,10.0,10.0,0.5,0.5,3.0,96.8,5.0,3.866666666666666,158.13333333333333
