number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,Female:Female,Female:Male,Male:Female,Male:Male
50.0,1.0,10.0,0.5,0.5,3.0,473.1333333333333,27.066666666666666,28.866666666666667,471.1333333333333
50.0,2.0,10.0,0.5,0.5,3.0,481.93333333333334,18.266666666666666,19.533333333333335,480.46666666666664
50.0,5.0,10.0,0.5,0.5,3.0,491.1333333333333,9.066666666666666,16.533333333333335,483.46666666666664
50.0,10.0,10.0,0.5,0.5,3.0,487.2,13.0,15.6,484.4
50.0,15.0,10.0,0.5,0.5,3.0,486.8666666666667,13.333333333333334,15.133333333333333,484.8666666666667
50.0,25.0,10.0,0.5,0.5,3.0,486.2,14.0,15.6,484.4
50.0,50.0,10.0,0.5,0.5,3.0,487.0,13.2,15.666666666666666,484.3333333333333
50.0,100.0,10.0,0.5,0.5,3.0,486.93333333333334,13.266666666666667,15.333333333333334,484.6666666666667
