number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,Female:Female,Female:Male,Male:Female,Male:Male
50,10,10,0.5,0.9,3,478,22,15,485
50,10,10,0.5,0.9,3,484,16,20,480
50,10,10,0.5,0.9,3,488,13,14,486
50,10,10,0.5,0.9,3,486,15,14,486
50,10,10,0.5,0.9,3,480,21,14,486
50,10,10,0.5,1.0,3,489,11,23,477
50,10,10,0.5,1.0,3,493,7,22,478
50,10,10,0.5,1.0,3,493,7,27,473
50,10,10,0.5,1.0,3,488,12,14,486
50,10,10,0.5,1.0,3,488,12,14,486
50,10,10,0.5,1.0,3,489,11,16,484
50,10,10,0.5,1.0,3,488,12,12,488
50,10,10,0.5,1.0,3,487,13,12,488
50,10,10,0.5,1.0,3,493,7,13,487
50,10,10,0.5,1.0,3,481,19,18,482
50,10,10,0.5,1.0,3,483,17,19,481
50,10,10,0.5,1.0,3,482,18,18,482
50,10,10,0.5,1.0,3,486,15,16,484
50,10,10,0.5,1.0,3,485,16,17,483
50,10,10,0.5,1.0,3,486,15,18,482
