number_of_trees,max_depth,min_number_of_values,threshold_percentage,attributes_percentage,mode,3:3,3:4,3:5,3:6,3:7,3:8,4:3,4:4,4:5,4:6,4:7,4:8,5:3,5:4,5:5,5:6,5:7,5:8,6:3,6:4,6:5,6:6,6:7,6:8,7:3,7:4,7:5,7:6,7:7,7:8,8:3,8:4,8:5,8:6,8:7,8:8
200,50,10,0.7,0.75,3,0,0,7,1,0,0,0,0,29,14,0,0,0,0,441,102,2,0,0,0,190,302,19,0,0,0,13,115,32,0,0,0,0,12,3,0
200,50,10,0.8,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,444,99,2,0,0,0,185,305,21,0,0,0,11,117,32,0,0,0,0,11,4,0
200,50,10,0.8,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,421,121,3,0,0,0,179,305,27,0,0,0,9,113,38,0,0,0,0,10,5,0
200,50,10,0.8,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,435,108,2,0,0,0,188,302,21,0,0,0,10,111,39,0,0,0,0,10,5,0
200,50,10,0.8,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,442,101,2,0,0,0,191,293,27,0,0,0,10,113,37,0,0,0,0,10,5,0
200,50,10,0.8,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,436,106,3,0,0,0,189,298,24,0,0,0,12,114,34,0,0,0,0,11,4,0
200,50,10,0.9,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,437,105,3,0,0,0,190,295,26,0,0,0,12,110,38,0,0,0,0,10,5,0
200,50,10,0.9,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,422,120,3,0,0,0,179,311,21,0,0,0,10,118,32,0,0,0,0,12,3,0
200,50,10,0.9,0.75,3,0,0,7,1,0,0,0,0,31,12,0,0,0,0,433,109,3,0,0,0,186,299,26,0,0,0,12,112,36,0,0,0,0,11,4,0
200,50,10,0.9,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,439,103,3,0,0,0,183,301,27,0,0,0,11,114,35,0,0,0,0,11,4,0
200,50,10,0.9,0.75,3,0,0,7,1,0,0,0,0,30,12,1,0,0,0,438,104,3,0,0,0,185,298,28,0,0,0,17,107,36,0,0,0,0,11,4,0
200,50,10,1.0,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,428,115,2,0,0,0,176,310,25,0,0,0,11,113,36,0,0,0,0,11,4,0
200,50,10,1.0,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,429,114,2,0,0,0,185,302,24,0,0,0,14,115,31,0,0,0,0,11,4,0
200,50,10,1.0,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,426,116,3,0,0,0,181,307,23,0,0,0,12,113,35,0,0,0,0,11,4,0
200,50,10,1.0,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,429,114,2,0,0,0,181,307,23,0,0,0,12,110,38,0,0,0,0,11,4,0
200,50,10,1.0,0.75,3,0,0,7,1,0,0,0,0,30,13,0,0,0,0,435,108,2,0,0,0,184,304,23,0,0,0,10,118,32,0,0,0,0,11,4,0
